"time","geo","PRI","GAS","DEP","CON","INF","EMI","MAR","REN","GDP","OIL"
2006.5,"SI",0.0873,10.7,52.1,578,83.34,96.1,51.4,15.59,4040,67.92
2006.5,"SK",0.1193,8.16,64.3,430,85.53,94.6,70,6.58,2170,67.92
2006.5,"UK",0.1103,9.44,21.1,709,80,99.8,22.2,1.34,8930,67.92
2007,"CZ",0.0963,11.12,25,623,83.9,88.4,74.2,7.89,3090,74.4
2007,"DE",0.1227,11.48,58.5,677,87.6,94.6,30,10.05,7500,74.4
2007,"HR",0.0761,6.44,51.8,587,82.81,104.6,84,22.16,2320,74.4
2007,"LU",0.1509,11.12,96.7,1046,83.22,104.7,62.7,2.73,18550,74.4
2007,"NL",0.1299,12.54,37.4,609,86.86,95.5,57.7,3.3,9270,74.4
2007,"SE",0.0968,15.21,36.6,771,88.46,91.2,45,43.93,9520,74.4
2007.5,"AT",0.1255,12.38,68.7,768,85.39,92,55.3,28.86,8570,58.14
2007.5,"BE",0.1286,11.14,81,839,85.19,95.8,80,3.59,7860,58.14
2007.5,"BG",0.0603,7.48,52.2,282,81.15,113.8,36.8,10.35,1170,58.14
2007.5,"CY",0.1349,9.14,97.5,423,88.1,101.7,100,5.13,5850,58.14
2007.5,"CZ",0.099,8.45,26.4,625,85.9,87.3,73.6,8.29,3410,58.14
2007.5,"DE",0.1279,12.68,59.6,720,89.3,94.3,30,10.07,7780,58.14
2007.5,"DK",0.1027,12.82,-21,819,87.6,90.9,56,18.55,10640,58.14
2007.5,"EE",0.0652,6.17,27.5,712,77.47,97.9,96.5,18.64,3120,58.14
2007.5,"EL",0.09,10.85,72.9,476,89.27,96.6,91.6,8.18,5420,58.14
2007.5,"ES",0.1152,13.92,81.6,338,88.44,95.1,22.2,10.74,5750,58.14
2007.5,"FI",0.0868,10.7,54.4,949,84.44,92.2,24,31.36,8740,58.14
2007.5,"FR",0.0924,12.2,50.8,688,89.32,89.4,87.3,11.19,7450,58.14
2007.5,"HR",0.0793,5.93,53.3,594,84.16,103.2,84.5,22.07,2770,58.14
2007.5,"HU",0.0957,8.85,62.6,599,77.58,90,42,8.56,2580,58.14
2007.5,"IE",0.169,14.84,89.8,714,96.5,96,45.6,3.93,10900,58.14
2007.5,"LT",0.0737,5.52,56,485,78.71,93.2,71.5,17.82,2420,58.14
2007.5,"LU",0.1442,8.72,97.1,1047,85.04,104.3,60.7,2.77,18900,58.14
2007.5,"LV",0.0695,7.33,58.8,667,79.14,94.1,87,29.81,2750,58.14
2007.5,"MT",0.0874,10.85,100,173,85.54,89.4,100,0.2,3800,58.14
2007.5,"NL",0.1289,12.15,35.5,640,87.94,96.8,60.3,3.45,9200,58.14
2007.5,"NO",0.1069,10.7,-564.5,847,85.4,85.2,27.4,62.05,15380,58.14
2007.5,"PL",0.1069,9.13,30.9,516,83.3,94.7,18.9,7.71,2010,58.14
2007.5,"PT",0.1206,17.27,83.6,295,90.56,90.2,48.5,22.94,4140,58.14
2007.5,"RO",0.0954,6.31,27.6,393,72.14,97.5,28.3,20.2,1710,58.14
2007.5,"SE",0.1013,14.38,37.4,762,89.5,89.7,45.1,44.3,9410,58.14
2007.5,"SI",0.0861,10.99,55.2,552,86.7,96.8,53,14.99,4520,58.14
2007.5,"SK",0.1152,9.67,65.8,396,86.58,93.3,71.9,7.72,2750,58.14
2007.5,"TR",0.0706,7.43,72.4,285,53.14,103.3,57.6,13.53,1630,58.14
2007.5,"UK",0.1411,9.44,26.2,688,81.5,100.3,15.3,2.69,9300,58.14
2008,"AT",0.1271,11.88,68.7,768,86.89,92,55.3,28.86,8420,78.21
2008,"BE",0.15,13.01,81,839,86.68,95.8,80,3.59,8040,78.21
2008,"BG",0.0593,8.2,52.2,282,87.98,113.8,36.8,10.35,990,78.21
2008,"CY",0.1528,9.35,97.5,423,89.81,101.7,100,5.13,5810,78.21
2008,"CZ",0.1167,10.25,27.7,627,90.5,86.3,72.9,8.68,3530,78.21
2008,"DE",0.1299,13.32,60.8,763,90.2,94.1,30,10.09,7750,78.21
2008,"DK",0.1124,14.32,-21,819,89.3,90.9,56,18.55,10600,78.21
2008,"EE",0.0639,7.39,27.5,712,82.63,97.9,96.5,18.64,2920,78.21
2008,"EL",0.0957,11.35,72.9,476,91.82,96.6,91.6,8.18,5050,78.21
2008,"ES",0.1124,13.78,81.6,338,90.46,95.1,22.2,10.74,5860,78.21
2008,"FI",0.0915,11.74,54.4,949,86.16,92.2,24,31.36,8730,78.21
2008,"FR",0.0914,12.29,50.8,688,90.98,89.4,87.3,11.19,7710,78.21
2008,"HR",0.0798,5.91,54.7,601,87.58,101.7,85,21.99,2530,78.21
2008,"HU",0.1277,9.36,62.6,599,80.74,90,42,8.56,2430,78.21
2008,"IE",0.1559,13.29,89.8,714,97.1,96,45.6,3.93,10790,78.21
2008,"LT",0.0729,7.75,56,485,83.87,93.2,71.5,17.82,2240,78.21
2008,"LU",0.1442,14.1,97.4,1048,86.71,103.9,58.6,2.82,19530,78.21
2008,"LV",0.0802,8.27,58.8,667,86.52,94.1,87,29.81,2650,78.21
2008,"MT",0.0945,11.35,100,173,84.37,89.4,100,0.2,3530,78.21
2008,"NL",0.1304,11.82,33.6,670,88.42,98.2,62.9,3.6,9720,78.21
2008,"NO",0.1179,11.74,-564.5,847,86.9,85.2,27.4,62.05,16590,78.21
2008,"PL",0.0965,9.48,30.9,516,85.3,94.7,18.9,7.71,2220,78.21
2008,"PT",0.1074,16.54,83.6,295,91.31,90.2,48.5,22.94,4080,78.21
2008,"RO",0.0885,5.95,27.6,393,76.09,97.5,28.3,20.2,1330,78.21
2008,"SE",0.1085,14.77,38.2,754,91.15,88.1,45.2,44.67,9580,78.21
2008,"SI",0.0911,12.14,55.2,552,89.09,96.8,53,14.99,4280,78.21
2008,"SK",0.1194,9.99,65.8,396,88.97,93.3,71.9,7.72,2740,78.21
2008,"TR",0.0782,7.34,72.4,285,56.31,103.3,57.6,13.53,1646,78.21
2008,"UK",0.1394,10.46,26.2,688,82.4,100.3,15.3,2.69,8650,78.21
2008.5,"AT",0.1268,12.55,66.9,773,88.64,92,55.3,29.94,8870,91.75
2008.5,"BE",0.1619,16.37,78.2,815,90.21,94.6,78.8,4.15,8010,91.75
2008.5,"BG",0.0685,9.05,48.8,283,92.86,114.4,36.8,11.18,1370,91.75
2008.5,"CY",0.1754,11.63,96.8,434,92.81,102.4,100,5.53,6210,91.75
2008.5,"CZ",0.1189,12.34,27.3,632,91.7,86.9,73.3,9.33,4160,91.75
2008.5,"DE",0.1341,16.14,60.9,744,92.3,93.8,28,10.48,7940,91.75
2008.5,"DK",0.1262,14.78,-20.4,818,91.4,91.3,51.5,19.25,11080,91.75
2008.5,"EE",0.067,8.38,26.2,720,86.16,95.9,93.2,20.79,3170,91.75
2008.5,"EL",0.1005,12.58,70.1,458,93.68,95.9,91.7,8.46,5690,91.75
2008.5,"ES",0.1277,15.64,80.6,341,93.15,93.7,27.5,11.85,5860,91.75
2008.5,"FI",0.0955,13.22,54.6,971,88.1,93.8,24.2,31.35,9100,91.75
2008.5,"FR",0.091,13.71,50.7,685,92.93,89.6,87.3,11.7,7590,91.75
2008.5,"HR",0.0961,6.31,50.4,608,90.9,100.7,88.5,22.79,3050,91.75
2008.5,"HU",0.1281,10.77,60.1,614,82.99,88.2,42.5,10.12,2850,91.75
2008.5,"IE",0.1791,15.9,88.6,704,99.9,93.4,41.3,4.55,10420,91.75
2008.5,"LT",0.0732,9.01,52.3,490,88.49,93.3,71.2,18.81,2730,91.75
2008.5,"LU",0.1391,12.73,97.5,1044,89.97,104.6,58.8,2.88,19130,91.75
2008.5,"LV",0.0955,13.2,59.6,692,92.23,91.9,87,32.06,2920,91.75
2008.5,"MT",0.1463,12.58,99.9,164,90.33,89.7,100,0.21,4030,91.75
2008.5,"NL",0.1339,13.25,33.8,668,90.55,97.8,61,3.93,9640,91.75
2008.5,"NO",0.1237,13.22,-568.1,862,88.8,86,28.4,63.59,16950,91.75
2008.5,"PL",0.1005,11.72,31.5,520,87.1,95.1,18.5,8.19,2490,91.75
2008.5,"PT",0.1066,16.64,82.5,299,93.39,90,50.5,23.68,4240,91.75
2008.5,"RO",0.092,6.14,23.8,394,78.71,96.3,28.8,21.18,2030,91.75
2008.5,"SE",0.1137,16.99,38.1,766,92.92,90.7,44.6,46.27,9500,91.75
2008.5,"SI",0.0919,15.68,52.1,591,92.7,97.2,54,17.57,4870,91.75
2008.5,"SK",0.1283,10.86,66.8,398,90.41,93.9,76.8,8.55,3290,91.75
2008.5,"TR",0.0969,10.67,71.4,274,59.55,104.1,57.8,13.81,1655,91.75
2008.5,"UK",0.153,12.73,26.8,676,85.1,99.8,19.9,3.02,8020,91.75
2009,"AT",0.138,13.13,65.2,778,87.9,91.9,55.3,31.02,8230,124.08
2009,"BE",0.1431,13.54,75.5,791,88.5,93.3,77.7,4.72,7760,124.08
2009,"BG",0.0685,10.95,45.4,284,93.28,115.1,36.8,12.01,1050,124.08
2009,"CY",0.1336,10.46,96.1,444,90.64,103.2,100,5.92,5610,124.08
2009,"CZ",0.1212,11.55,26.9,637,91.8,87.5,73.7,9.98,3240,124.08
2009,"DE",0.1401,13.48,61.1,726,91.1,93.5,26,10.87,7370,124.08
2009,"DK",0.1115,10.77,-19.9,817,90.8,91.8,47,19.95,10240,124.08
2009,"EE",0.0712,8.99,24.9,727,86.51,93.9,90,22.93,2600,124.08
2009,"EL",0.1055,12,67.3,440,93.64,95.3,91.8,8.73,4810,124.08
2009,"ES",0.1294,14.64,79.6,344,91.19,92.2,32.9,12.96,5580,124.08
2009,"FI",0.0974,11.29,54.7,993,88.3,95.3,24.5,31.34,8210,124.08
2009,"FR",0.0908,13.01,50.6,682,91.67,89.8,87.3,12.22,7430,124.08
2009,"HR",0.0935,7.26,46,614,90.4,99.7,92,23.6,2380,124.08
2009,"HU",0.1227,11.15,57.6,630,82.66,86.3,43.1,11.67,2040,124.08
2009,"IE",0.1789,15.76,87.4,694,98.3,90.8,37,5.18,9600,124.08
2009,"LT",0.0799,10,48.5,496,91.81,93.5,70.9,19.8,2020,124.08
2009,"LU",0.1619,12.19,97.5,1041,86.71,105.3,59,2.94,18210,124.08
2009,"LV",0.0957,13.21,60.4,717,94.9,89.7,87,34.32,2170,124.08
2009,"MT",0.1627,12,99.9,156,86.96,89.9,100,0.22,3560,124.08
2009,"NL",0.1473,14.41,34.1,667,89.95,97.3,59,4.27,9470,124.08
2009,"NO",0.1131,11.29,-571.8,877,89.1,86.8,29.5,65.13,13910,124.08
2009,"PL",0.0883,8.85,32,524,88,95.4,18.1,8.66,1870,124.08
2009,"PT",0.1264,15.68,81.4,303,91.41,89.8,52.4,24.42,3910,124.08
2009,"RO",0.0814,4.84,19.9,394,81.26,95.1,29.3,22.16,1160,124.08
2009,"SE",0.104,14.13,38,778,93.02,93.3,44,47.88,7950,124.08
2009,"SI",0.1056,14.44,49.1,630,90.3,97.6,55,20.15,4160,124.08
2009,"SK",0.1294,10.78,67.7,399,91.38,94.6,81.7,9.37,2770,124.08
2009,"TR",0.0909,8.91,70.4,262,61.66,104.9,58.1,14.09,1660,124.08
2009,"UK",0.1399,11.28,27.3,664,84.9,99.2,24.5,3.34,6860,124.08
2009.5,"AT",0.138,12.47,64,812,88.26,91.1,55.3,31.11,8650,41.68
2009.5,"BE",0.139,11.45,76.7,832,88.65,92.1,78.4,5.18,7830,41.68
2009.5,"BG",0.0685,8.06,42.8,294,93.81,116.5,36.8,12.97,1330,41.68
2009.5,"CY",0.1409,9.14,98.4,425,92.08,103.2,100,6.05,5820,41.68
2009.5,"CZ",0.1277,11.02,26.1,674,91.6,85.4,73.3,10.25,3700,41.68
2009.5,"DE",0.1359,12.09,60.5,754,91.7,93.4,27.2,11.28,7690,41.68
2009.5,"DK",0.0963,11.84,-17.9,860,92,89.7,46.5,20.92,10430,41.68
2009.5,"EE",0.0696,8.03,20.2,749,85.82,99.6,89.5,23.75,2610,41.68
2009.5,"EL",0.0942,11.31,68,430,94.34,95,88.4,9.4,5510,41.68
2009.5,"ES",0.1381,12.82,78.3,354,91.92,89.8,28.4,13.39,5620,41.68
2009.5,"FI",0.0968,11.63,51.7,1044,89.12,97.5,25.6,31.89,8410,41.68
2009.5,"FR",0.0908,13.85,49.7,692,92.19,89.2,86.9,12.44,7310,41.68
2009.5,"HR",0.0932,7.42,46.3,630,92.02,98.2,90,24.35,2800,41.68
2009.5,"HU",0.132,10.59,57.3,648,87.04,85.3,42.6,12.21,2430,41.68
2009.5,"IE",0.1635,13.47,87.3,708,97.4,90.8,35.5,5.44,9290,41.68
2009.5,"LT",0.0768,9.38,63.8,505,90.82,109.2,53.2,19.72,2150,41.68
2009.5,"LU",0.1653,10.94,97.3,1026,88.63,104.9,57.9,2.9,18020,41.68
2009.5,"LV",0.0959,9.57,53,690,94.17,93,87.5,32.35,2180,41.68
2009.5,"MT",0.1441,11.31,99.5,162,91.06,88.7,100,0.6,4000,41.68
2009.5,"NL",0.1428,11.25,31.2,709,90.43,97.3,59.4,4.09,9170,41.68
2009.5,"NO",0.1124,11.63,-543.4,920,90.7,86.6,29.6,63.32,14220,41.68
2009.5,"PL",0.101,10.47,31.8,551,91,94.3,17.8,8.96,2110,41.68
2009.5,"PT",0.1383,15.73,78.3,292,92.03,87.3,49.8,24.29,4180,41.68
2009.5,"RO",0.0815,4.05,20.6,397,82.68,92.9,31.5,22.5,1660,41.68
2009.5,"SE",0.1059,15.37,37.9,830,94.6,91.9,43,47.42,8320,41.68
2009.5,"SI",0.105,11.68,49.3,638,92.1,96.5,55.6,20.28,4540,41.68
2009.5,"SK",0.1311,11.1,66.1,414,90.97,92.5,81.3,9.23,3090,41.68
2009.5,"TR",0.0936,6.97,70.5,264,62.76,101.2,56.9,14.05,1664,41.68
2009.5,"UK",0.1341,11.28,28.1,694,86.7,98.7,22.8,3.56,7150,41.68
2010,"AT",0.1427,12.54,62.8,845,88.98,90.2,55.3,31.2,8280,69.45
2010,"BA",0.0634,8.09,33.8,562,90.26,94.9,45.8,18.71,1543,69.45
2010,"BE",0.1449,11.75,77.9,874,89.2,90.9,79.1,5.64,7970,69.45
2010,"BG",0.0675,8.51,40.1,303,94.95,117.9,36.8,13.93,1020,69.45
2010,"CY",0.1597,9.23,100.6,406,92.86,103.3,100,6.17,5640,69.45
2010,"CZ",0.1236,10.87,25.3,710,92,83.4,73,10.51,3400,69.45
2010,"DE",0.1381,11.54,60,781,91.7,93.3,28.4,11.69,7680,69.45
2010,"DK",0.1041,13.13,-16,902,92.5,87.6,46,21.89,10450,69.45
2010,"EE",0.0695,7.71,15.5,771,85.65,105.2,89,24.57,2500,69.45
2010,"EL",0.0975,11.15,68.6,420,95.82,94.7,85.1,10.08,4880,69.45
2010,"ES",0.1417,12.79,77.1,364,91.82,87.4,24,13.81,5540,69.45
2010,"FI",0.0998,12,48.8,1095,89.71,99.7,26.6,32.44,8170,69.45
2010,"FR",0.094,12.25,48.7,701,92.79,88.5,86.5,12.67,7510,69.45
2010,"HR",0.0934,8.65,46.7,645,91.61,96.8,88,25.1,2390,69.45
2010,"HU",0.1349,11.9,56.9,665,87.78,84.3,42.1,12.74,2250,69.45
2010,"IE",0.1589,12.07,87.1,723,95.8,90.8,34,5.71,9170,69.45
2010,"LT",0.0955,8.62,79,514,91.58,124.9,35.4,19.64,2030,69.45
2010,"LU",0.1433,10.6,97,1012,89.33,104.5,56.8,2.87,18690,69.45
2010,"LV",0.0954,7.92,45.5,662,91.78,96.2,88,30.38,1920,69.45
2010,"MT",0.1569,11.15,99,167,88.05,87.4,100,0.98,3880,69.45
2010,"NL",0.128,11.24,28.3,751,90.3,97.3,59.7,3.92,9360,69.45
2010,"NO",0.1484,12,-515,964,91.6,86.3,29.8,61.52,16150,69.45
2010,"PL",0.1049,9.68,31.6,578,91.5,93.2,17.4,9.25,2160,69.45
2010,"PT",0.1093,15.7,75.2,281,91.5,84.9,47.2,24.16,4070,69.45
2010,"RO",0.0856,4.18,21.4,400,85.45,90.7,33.6,22.83,1220,69.45
2010,"SE",0.1195,16.44,37.8,883,95.53,90.6,42,46.96,9050,69.45
2010,"SI",0.1057,12.56,49.5,647,91.93,95.4,56.3,20.42,4070,69.45
2010,"SK",0.1277,10.18,64.4,429,91.21,90.4,80.9,9.1,2900,69.45
2010,"TR",0.1067,7.31,70.7,265,66.71,97.4,55.8,14.01,1667,69.45
2010,"UK",0.1321,10.73,29,725,87.8,98.2,21,3.78,7170,69.45
2010.5,"AT",0.1396,12.07,66.4,813,89.76,89.8,55.3,31.38,8900,72.89
2010.5,"BA",0.0629,9.73,34.2,540,91.49,94.5,45.8,18.35,1559,72.89
2010.5,"BE",0.146,13.3,76.6,799,90.81,89.2,74.9,5.97,8130,72.89
2010.5,"BG",0.0692,9.98,38.4,313,96.77,120,36.8,14.04,1370,72.89
2010.5,"CY",0.169,9.7,96.4,412,94.59,102.2,100,6.22,5960,72.89
2010.5,"CZ",0.1279,11.96,27,682,93.1,84.2,71.2,10.73,3870,72.89
2010.5,"DE",0.137,11.68,60.9,740,92.8,94.3,29,12.08,8110,72.89
2010.5,"DK",0.1096,13.39,-10.9,854,94,85.9,44,22.64,11020,72.89
2010.5,"EE",0.0711,8.66,14.7,738,88.18,105,88,24.96,2870,72.89
2010.5,"EL",0.0959,11.81,66.6,459,99.55,95.5,83,10.62,5180,72.89
2010.5,"ES",0.1492,12.71,76.6,350,93.54,88.1,23.8,13.52,5620,72.89
2010.5,"FI",0.1026,12.65,51.3,1024,90.3,95.2,26.1,32.61,8630,72.89
2010.5,"FR",0.0995,13.39,48.8,648,93.95,86,86.2,11.84,7560,72.89
2010.5,"HR",0.093,8.57,48.2,631,92.84,97.2,85.5,25.25,2890,72.89
2010.5,"HU",0.1247,12.3,53.6,662,90.13,83.6,43.1,13.36,2490,72.89
2010.5,"IE",0.1629,12.12,88.7,664,96.2,90.5,36,6.18,9370,72.89
2010.5,"IT",0.1387,13.84,81.4,545,92.2,92.2,27,12.88,6650,72.89
2010.5,"LT",0.1005,10.4,78.8,510,92.41,118.8,30.1,19.79,2370,72.89
2010.5,"LU",0.1449,11.6,97.2,968,91.16,104.8,55.8,2.87,19390,72.89
2010.5,"LV",0.0953,10.24,52.7,653,93.49,93.8,87,31.93,2200,72.89
2010.5,"MT",0.1571,12.83,100.2,166,93.36,87.4,100,1.41,4360,72.89
2010.5,"NL",0.1284,12.17,28.8,684,91.57,96.8,57.9,4.22,9410,72.89
2010.5,"NO",0.1388,12.65,-544.9,914,92.3,92,31.7,63.11,16050,72.89
2010.5,"PL",0.1082,11.51,32.8,553,92.8,92.7,17.6,9.77,2310,72.89
2010.5,"PT",0.1061,16.37,76.5,272,93.79,85.3,46,24.39,4270,72.89
2010.5,"RO",0.0839,4.02,21.3,395,88.56,92.1,29.8,22.01,1680,72.89
2010.5,"SE",0.128,17.41,37.1,848,95.9,86.8,41.5,47.6,9880,72.89
2010.5,"SI",0.1058,14.33,49.1,632,94.22,95.5,54.3,20.34,4550,72.89
2010.5,"SK",0.1376,10.41,65.2,411,91.84,91.2,79.3,9.72,3320,72.89
2010.5,"TR",0.1092,7.59,70.9,272,67.52,97.7,54.8,13.42,1670,72.89
2010.5,"UK",0.138,11.16,33,661,89.3,97.6,33.3,4.05,7660,72.89
2011,"AL",0.096,10.06,35.7,172,93.03,94,54.7,31.19,1567,78.95
2011,"AT",0.1442,14.22,70,781,91.24,89.3,55.3,31.56,8780,78.95
2011,"BA",0.0637,9.85,34.5,518,92.49,94.2,45.8,18,1572,78.95
2011,"BE",0.1572,14.08,75.2,724,92.31,87.5,70.7,6.29,8250,78.95
2011,"BG",0.0688,9.96,36.7,323,99.04,122.1,36.8,14.15,1190,78.95
2011,"CY",0.1731,9.19,92.3,419,95.68,101,100,6.26,5640,78.95
2011,"CZ",0.1372,12.6,28.7,654,93.8,85,69.4,10.95,3690,78.95
2011,"DE",0.1406,12.08,61.8,698,93.5,95.4,29.6,12.47,8210,78.95
2011,"DK",0.1173,14.72,-5.9,807,94.9,84.2,42,23.39,10850,78.95
2011,"EE",0.0704,9.07,13.9,705,90.02,104.7,87,25.34,2860,78.95
2011,"EL",0.1025,11.86,64.7,498,100.53,96.3,81,11.15,4390,78.95
2011,"ES",0.1597,12.62,76.1,335,94.6,88.7,23.5,13.22,5540,78.95
2011,"FI",0.1081,13.34,53.8,954,92.49,90.8,25.6,32.79,8760,78.95
2011,"FR",0.0994,13.43,49,595,94.6,83.6,86,11.02,7800,78.95
2011,"HR",0.0918,8.48,49.6,617,93.26,97.7,83,25.39,2360,78.95
2011,"HU",0.1336,12.46,50.3,659,91.3,82.9,44.1,13.97,2310,78.95
2011,"IE",0.1584,11.69,90.3,605,96.1,90.2,38,6.65,9230,78.95
2011,"IT",0.1397,12.25,81.4,545,92.5,92.2,27,12.88,6530,78.95
2011,"LT",0.1004,9.98,78.6,506,94.19,112.6,24.9,19.94,2280,78.95
2011,"LU",0.1451,12.72,97.3,923,92.38,105,54.7,2.87,20510,78.95
2011,"LV",0.0957,9.59,59.9,644,95.01,91.3,86,33.48,2130,78.95
2011,"ME",0.0744,10.06,36.2,434,93.02,94,99.4,40.67,1576,78.95
2011,"MT",0.1572,12.05,101.3,165,90.93,87.4,100,1.85,3980,78.95
2011,"NL",0.1303,11.43,29.4,616,92.01,96.2,56.1,4.52,9620,78.95
2011,"NO",0.1563,13.34,-574.8,865,93.4,97.7,33.6,64.7,17890,78.95
2011,"PL",0.1145,10.46,34,528,94.7,92.2,17.8,10.3,2370,78.95
2011,"PT",0.1015,15.75,77.8,263,94.79,85.8,44.9,24.62,4040,78.95
2011,"RO",0.0848,4.14,21.1,390,91.42,93.4,26,21.19,1300,78.95
2011,"SE",0.1376,18.32,36.4,813,96.84,83,41,48.24,10730,78.95
2011,"SI",0.1079,14.23,48.6,616,94.07,95.6,52.4,20.26,4280,78.95
2011,"SK",0.1372,10.78,65.9,393,94.16,91.9,77.7,10.35,3030,78.95
2011,"TR",0.0978,6.52,71.1,280,69.97,97.9,53.8,12.82,1673,78.95
2011,"UK",0.1365,11.24,36.9,597,91.3,97,45.6,4.32,7740,78.95
2011.5,"AL",0.0964,11.01,25.6,174,94.32,92.9,54.9,33.17,1579,92.19
2011.5,"AT",0.1444,14.83,66.9,786,93.19,87.7,56,32.12,9310,92.19
2011.5,"BA",0.0671,11.84,33.8,533,93.9,93.1,45.8,18,1582,92.19
2011.5,"BE",0.1595,16.29,75.4,738,94.46,89.2,68.2,6.74,8260,92.19
2011.5,"BG",0.0727,10.92,36.8,322,100.05,118.8,36.8,14.99,1550,92.19
2011.5,"CY",0.2035,9.72,94.5,413,97.89,100.8,100,6.7,5850,92.19
2011.5,"CZ",0.1345,13.77,27,666,94.9,83.8,68.7,11.88,4020,92.19
2011.5,"DE",0.1395,13.28,61.5,717,95.2,95.4,30.2,13.01,8500,92.19
2011.5,"DK",0.1201,14.61,-4.4,801,96.7,81.3,39.5,24.43,10990,92.19
2011.5,"EE",0.0763,9.49,16.9,720,92.82,102.2,87.5,25.43,3270,92.19
2011.5,"EL",0.1003,12.78,65.3,480,101.65,94.8,79,12.45,4840,92.19
2011.5,"ES",0.1684,12.72,74.5,334,96.34,88.2,23.6,13.76,5550,92.19
2011.5,"FI",0.1108,13.99,50.5,984,93.6,87.8,25.4,33.61,9100,92.19
2011.5,"FR",0.1017,14.94,48.6,624,95.91,84,86,12.23,7720,92.19
2011.5,"HR",0.0925,8.4,49.7,608,94.62,97,82.5,26.07,2860,92.19
2011.5,"HU",0.1192,12.66,50.2,651,92.96,82.1,45.6,14.75,2660,92.19
2011.5,"IE",0.1755,14.36,87,601,97.2,89.8,46.5,6.85,9520,92.19
2011.5,"IT",0.1412,15.62,80.2,561,94.1,92.2,26.5,14.16,6800,92.19
2011.5,"LT",0.1009,12.39,78.1,510,96.62,112.2,27.6,20.69,2760,92.19
2011.5,"LU",0.1436,14.55,97.4,924,94.11,105.3,54.9,3.01,20240,92.19
2011.5,"LV",0.11,9.91,58.1,660,97.45,87.9,87.5,34.59,2580,92.19
2011.5,"ME",0.0729,11.01,35.2,444,94.29,92.9,99.4,41.1,1584,92.19
2011.5,"MT",0.1586,14.2,101.1,168,95.59,88.3,100,2.36,4370,92.19
2011.5,"NL",0.1305,13.69,30,632,94.54,95.3,55,4.59,9520,92.19
2011.5,"NO",0.1351,13.99,-582.2,884,93.8,96.5,31.1,65.13,17770,92.19
2011.5,"PL",0.1052,11.3,32.8,537,96.1,93.2,17.1,10.6,2420,92.19
2011.5,"PT",0.1068,17.86,78.6,260,96.64,87.1,41,24.6,4190,92.19
2011.5,"RO",0.0823,3.99,21.8,396,92.9,93.1,26.4,22.01,1800,92.19
2011.5,"SE",0.134,18.03,33.3,830,97.47,80.9,42.5,49.24,10550,92.19
2011.5,"SI",0.1149,17.1,50.3,604,95.22,95.8,53.8,20.54,4590,92.19
2011.5,"SK",0.1395,11.85,63.8,388,95.35,90,78.3,10.4,3470,92.19
2011.5,"TR",0.0919,6.67,73.4,274,71.78,97.6,54,13.02,1675,92.19
2011.5,"UK",0.1509,13.83,40.2,620,93.3,97.8,48.7,4.36,7410,92.19
2012,"AL",0.0969,11.21,15.6,176,95.18,91.8,55.1,35.15,1586,95.7
2012,"AT",0.1433,15.6,63.8,792,93.88,86.1,56.6,32.68,9060,95.7
2012,"BA",0.0683,12.3,33,547,94.76,91.9,45.8,18.01,1588,95.7
2012,"BE",0.159,15.2,75.7,753,95.34,90.8,65.8,7.18,8460,95.7
2012,"BG",0.0706,11.44,36.9,322,100.96,115.5,36.8,15.84,1190,95.7
2012,"CY",0.2338,9.99,96.7,407,98.63,100.5,100,7.14,5470,95.7
2012,"CZ",0.1374,15.26,25.3,677,97.4,82.5,68,12.82,3660,95.7
2012,"DE",0.1441,13.22,61.2,736,95.7,95.4,30.8,13.55,8450,95.7
2012,"DK",0.113,13.4,-2.8,795,97.5,78.4,37,25.47,11020,95.7
2012,"EE",0.0771,10.92,20,734,94.25,99.7,88,25.52,3120,95.7
2012,"EL",0.1065,12.75,65.9,461,102.6,93.3,77,13.74,4070,95.7
2012,"ES",0.1766,15.57,72.9,333,96.48,87.7,23.8,14.29,5390,95.7
2012,"FI",0.1089,13.98,47.1,1014,95.3,84.8,25.2,34.43,9030,95.7
2012,"FR",0.0986,14.7,48.2,652,97.03,84.4,86,13.44,7920,95.7
2012,"HR",0.0965,8.58,49.9,600,94.6,96.2,82,26.76,2310,95.7
2012,"HU",0.1181,10.35,50.1,643,96.41,81.3,47.1,15.53,2190,95.7
2012,"IE",0.185,14.26,83.7,597,97.3,89.4,55,7.05,9460,95.7
2012,"IS",0.0877,13.98,13.7,1249,91.04,48.7,55.1,72.39,8540,95.7
2012,"IT",0.1445,14.19,79.1,577,95.6,92.1,26,15.44,6450,95.7
2012,"LT",0.1042,11.71,77.5,514,97.42,111.8,30.4,21.44,2510,95.7
2012,"LU",0.1468,14.36,97.5,925,95.36,105.6,55.1,3.14,20360,95.7
2012,"LV",0.1143,11.2,56.4,677,98.25,84.5,89,35.71,2420,95.7
2012,"ME",0.0772,11.21,34.3,453,95.14,91.8,99.4,41.53,1589,95.7
2012,"MT",0.1593,13.47,101,172,92.44,89.3,100,2.86,4140,95.7
2012,"NL",0.134,12.55,30.6,649,94.66,94.4,53.9,4.66,9620,95.7
2012,"NO",0.1355,13.98,-589.6,902,93.6,95.3,28.6,65.55,20050,95.7
2012,"PL",0.1106,10.58,31.6,546,98.6,94.1,16.4,10.9,2330,95.7
2012,"PT",0.1105,16.34,79.5,256,97.96,88.4,37.2,24.58,3920,95.7
2012,"RO",0.0795,3.94,22.5,402,93.97,92.8,26.7,22.82,1300,95.7
