"time","geo","PRI","GAS","DEP","CON","INF","EMI","MAR","REN","GDP","OIL"
2000.5,"AT",0.000300000000000009,0.180000000000001,-0.200000000000003,20,0.5,1,0,-0.439999999999998,360,-0.210000000000001
2000.5,"BE",-0.000299999999999995,0.849999999999999,1.2,18,1.69,0.700000000000003,0.700000000000003,0.0699999999999998,60,-0.210000000000001
2000.5,"CZ",5e-04,0.04,1.2,29,1.3,-1.2,0.399999999999991,0.16,210,-0.210000000000001
2000.5,"DE",0.000899999999999998,1.08,0.800000000000004,27,0.700000000000003,-0.200000000000003,-2.5,0.11,210,-0.210000000000001
2000.5,"DK",-0.000200000000000006,0.720000000000001,3.6,22,1.3,0,0,0.200000000000001,240,-0.210000000000001
2000.5,"EL",-0.001,0.180000000000001,-0.299999999999997,9,0.429999999999993,-0.299999999999997,0.5,-0.33,370,-0.210000000000001
2000.5,"ES",0,1.1,-1,7,1.48999999999999,-1.09999999999999,0.700000000000003,0.550000000000001,120,-0.210000000000001
2000.5,"FI",-0.000100000000000003,0.24,-0.100000000000001,36,1.51000000000001,3.7,-0.199999999999999,-1.14,440,-0.210000000000001
2000.5,"FR",-0.0014,0.46,-0.400000000000006,13,0.719999999999999,-1,-0.100000000000009,0.0800000000000001,-30,-0.210000000000001
2000.5,"HU",-0.0013,0.28,-0.799999999999997,21,2.58000000000001,0.599999999999994,-0.899999999999999,-0.0200000000000005,170,-0.210000000000001
2000.5,"IE",0,0,2.09999999999999,14,2.60000000000001,-0.200000000000003,-0.200000000000003,-0.0300000000000002,430,-0.210000000000001
2000.5,"IT",0.0102,1.01,-1.59999999999999,11,1.2,-0.200000000000003,-0.800000000000004,0.14,200,-0.210000000000001
2000.5,"LU",-0.000799999999999995,1.18,-1.09999999999999,35,1.77000000000001,0.700000000000003,0,-1.13,30,-0.210000000000001
2000.5,"MT",0.0011,0.59,-0.200000000000003,-2,3.11,-2.40000000000001,0,0,440,-0.210000000000001
2000.5,"NL",0.0137,0.39,-2,16,1.51000000000001,0.400000000000006,-0.399999999999999,0.01,90,-0.210000000000001
2000.5,"NO",-0.0062,0.24,3.30000000000007,16,1.09999999999999,-0.799999999999997,0,-0.300000000000004,350,-0.210000000000001
2000.5,"PT",0,0.23,-0.0999999999999943,2,1.94,0,1.5,0.34,150,-0.210000000000001
2000.5,"SE",0.00149999999999999,0.17,-1.09999999999999,11,0.640000000000001,-2.09999999999999,-0.5,-1.27,130,-0.210000000000001
2000.5,"SI",0,0.670000000000001,-1.2,-2,2.61,0.299999999999997,0,-0.460000000000001,190,-0.210000000000001
2000.5,"UK",-0.0035,-0.17,3.8,9,0.599999999999994,0.700000000000003,1.2,-0.05,140,-0.210000000000001
2001,"AT",-0.000700000000000006,0.799999999999999,-0.299999999999997,20,1.17999999999999,0.900000000000006,0,-0.440000000000001,-150,1.23
2001,"BE",0.0016,1.16,1.3,18,0.290000000000006,0.599999999999994,0.799999999999997,0.0600000000000001,130,1.23
2001,"CY",0.0145,0.960000000000001,-2.5,-4,1.16000000000001,-2.7,0,-0.0499999999999998,180,1.02
2001,"CZ",0.0058,0.9,1.1,29,1.7,-1.09999999999999,0.300000000000011,0.17,-40,1.23
2001,"DE",0.002,1.64,0.699999999999996,26,0.299999999999997,-0.299999999999997,-2.5,0.11,-20,1.23
2001,"DK",0.00650000000000001,1.29,3.7,22,0.5,0.0999999999999943,0,0.199999999999999,30,1.23
2001,"EL",0.001,0.779999999999999,-0.299999999999997,9,1.78,-0.299999999999997,0.5,-0.34,-200,1.23
2001,"ES",-0.00359999999999999,0.81,-1,6,0.519999999999996,-1.10000000000001,0.699999999999996,0.539999999999999,180,1.23
2001,"FI",-0.000699999999999992,0.809999999999999,-0.100000000000001,37,0.640000000000001,3.59999999999999,-0.100000000000001,-1.14,70,1.23
2001,"FR",0,0.989999999999999,-0.399999999999999,13,0.319999999999993,-0.900000000000006,-0.0999999999999943,0.0700000000000003,280,1.23
2001,"HU",0.0025,-0.0499999999999998,-0.800000000000004,20,2.39,0.5,-0.899999999999999,-0.0199999999999996,-40,1.23
2001,"IE",0,0,2.09999999999999,14,0.299999999999997,-0.200000000000003,-0.200000000000003,-0.0299999999999998,570,1.23
2001,"IT",-0.0035,1.27,-1.7,11,0.599999999999994,-0.200000000000003,-0.899999999999999,0.140000000000001,100,1.23
2001,"LU",0.0072,0.77,-1.09999999999999,35,0.200000000000003,0.599999999999994,0,-1.13,210,1.23
2001,"MT",-0.000300000000000002,1.02,-0.200000000000003,-3,-2.39,-2.39999999999999,0,0,-320,1.23
2001,"NL",-0.0097,0.3,-1.9,15,1.86999999999999,0.399999999999991,-0.400000000000006,0.02,420,1.23
2001,"NO",0.013,0.809999999999999,3.29999999999995,15,1.2,-0.900000000000006,0.0999999999999979,-0.299999999999997,360,1.23
2001,"PL",0.0047,0.26,0,0,2.09999999999999,0,0,0,10,1.23
2001,"PT",0.000599999999999989,4.27,0,1,1.21000000000001,-0.0999999999999943,1.5,0.350000000000001,-40,1.23
2001,"SE",-0.0023,1.33,-1.2,11,0.590000000000003,-2.10000000000001,-0.5,-1.27,-210,1.23
2001,"SI",0.000699999999999992,1.99,-1.2,-2,2.43,0.400000000000006,0,-0.449999999999999,-80,1.23
2001,"UK",-0.0025,-0.210000000000001,3.8,9,0.0999999999999943,0.700000000000003,1.1,-0.0399999999999999,-80,1.23
2001.5,"AT",0.000200000000000006,0,1.5,-18,0.890000000000001,0.799999999999997,0,-0.379999999999999,320,-2.31
